age,experience_years,daily_work_hours,sleep_hours,caffeine_intake,bugs_per_day,commits_per_day,meetings_per_day,screen_time,exercise_hours,stress_level,burnout_level,work_sleep_ratio,screen_time_intensity,commit_bug_ratio,work_category
28.0,10.0,12.21,6.79,2.0,2.0,0.0,0.0,15.84,0.66,42.35,1,1.7721335268505083,1.2867587327376115,0.0,1
22.0,9.0,11.83,5.33,1.0,0.0,5.0,8.0,15.5,1.54,43.22,1,2.1786372007366483,1.2992455993294216,50.0,2
26.0,0.0,9.44,4.18,3.0,5.0,12.0,6.0,12.02,0.21,69.95,1,2.2056074766355143,1.259958071278826,2.3529411764705883,2
25.0,17.0,5.54,8.08,7.0,4.0,21.0,3.0,9.11,0.77,37.09,1,0.6772616136919316,1.6152482269503545,5.121951219512195,0
27.0,3.0,6.51,4.64,7.0,14.0,23.0,7.0,8.73,0.26,75.52,2,1.3734177215189876,1.320726172465961,1.6312056737588654,1
28.0,4.0,11.38,5.84,3.0,10.0,1.0,9.0,14.15,0.45,85.54,2,1.915824915824916,1.2325783972125435,0.09900990099009901,1
24.0,8.0,12.06,6.39,2.0,19.0,17.0,1.0,14.63,1.01,64.71,1,1.8582434514637907,1.203125,0.8900523560209423,1
20.0,16.0,6.79,6.16,1.0,12.0,16.0,7.0,9.11,0.64,46.82,1,1.084664536741214,1.3222060957910013,1.322314049586777,1
38.0,2.0,7.68,7.63,7.0,5.0,18.0,9.0,9.63,0.42,68.6,1,0.9935316946959897,1.2377892030848332,3.5294117647058827,0
29.0,15.0,4.78,6.98,3.0,4.0,22.0,5.0,6.09,0.79,21.16,0,0.6751412429378532,1.2479508196721312,5.365853658536586,0
31.0,4.0,11.13,5.48,5.0,1.0,14.0,6.0,14.15,1.4,80.33,2,1.9946236559139785,1.2600178094390027,12.727272727272727,1
43.0,15.0,4.04,4.26,2.0,16.0,7.0,6.0,7.19,0.24,62.99,1,0.9266055045871561,1.7367149758454108,0.43478260869565216,0
34.0,2.0,4.47,6.46,2.0,11.0,22.0,1.0,6.81,0.96,5.05,0,0.6814024390243902,1.490153172866521,1.981981981981982,0
41.0,19.0,4.04,5.76,6.0,11.0,8.0,1.0,8.94,0.55,55.71,1,0.689419795221843,2.1594202898550727,0.7207207207207208,0
43.0,14.0,10.45,8.45,7.0,13.0,7.0,3.0,13.68,0.76,50.56,1,1.2222222222222223,1.2966824644549764,0.5343511450381679,1
28.0,2.0,8.17,5.98,7.0,6.0,7.0,5.0,12.73,1.64,47.09,1,1.34375,1.539298669891173,1.1475409836065575,1
39.0,19.0,6.98,7.59,7.0,13.0,10.0,3.0,10.26,1.86,47.17,1,0.9076723016905073,1.4491525423728813,0.7633587786259542,0
36.0,13.0,13.13,8.7,2.0,9.0,17.0,5.0,14.89,0.49,63.74,1,1.492045454545455,1.125472411186697,1.8681318681318682,1
36.0,15.0,5.93,7.26,3.0,8.0,16.0,4.0,10.83,1.26,23.32,0,0.8057065217391305,1.7960199004975126,1.9753086419753088,0
39.0,16.0,7.89,6.07,0.0,13.0,21.0,5.0,12.43,1.35,50.73,1,1.2787682333873582,1.555694618272841,1.6030534351145038,1
31.0,19.0,13.4,6.84,1.0,16.0,22.0,8.0,16.29,1.68,100.0,2,1.9308357348703171,1.2066666666666666,1.3664596273291925,1
26.0,17.0,8.27,6.72,4.0,16.0,5.0,5.0,10.24,1.8,75.15,2,1.2126099706744868,1.2234169653524494,0.3105590062111801,1
21.0,17.0,9.55,6.92,4.0,12.0,22.0,5.0,11.44,0.94,81.8,2,1.3603988603988606,1.1854922279792746,1.8181818181818183,1
22.0,13.0,4.8,4.73,7.0,17.0,23.0,7.0,9.02,1.97,56.74,1,0.9937888198757764,1.8408163265306123,1.3450292397660817,0
36.0,17.0,11.9,7.49,1.0,18.0,1.0,4.0,13.18,1.94,73.98,2,1.5678524374176548,1.0983333333333334,0.055248618784530384,1
24.0,14.0,8.23,4.73,0.0,16.0,0.0,4.0,11.78,1.01,66.92,1,1.7039337474120084,1.4141656662665065,0.0,1
36.0,14.0,12.01,4.07,6.0,5.0,9.0,9.0,15.57,1.08,70.3,2,2.8800959232613907,1.2857142857142858,1.7647058823529413,2
43.0,5.0,6.54,7.12,6.0,11.0,7.0,0.0,8.27,1.34,29.61,0,0.9058171745152355,1.2454819277108433,0.6306306306306306,0
36.0,14.0,8.22,4.58,6.0,5.0,15.0,5.0,12.04,0.75,62.75,1,1.7564102564102566,1.4471153846153844,2.9411764705882355,1
36.0,17.0,11.87,7.85,6.0,2.0,23.0,0.0,15.69,1.32,37.02,1,1.4930817610062894,1.3107769423558897,10.952380952380953,1
21.0,3.0,13.74,8.33,1.0,14.0,13.0,7.0,16.14,1.03,75.53,2,1.6298932384341638,1.166184971098266,0.9219858156028369,1
21.0,7.0,4.6,8.72,2.0,9.0,23.0,9.0,7.53,0.07,27.66,0,0.5215419501133787,1.6021276595744685,2.5274725274725274,0
41.0,14.0,12.12,7.32,5.0,14.0,15.0,8.0,16.45,1.71,98.03,2,1.6334231805929917,1.3461538461538463,1.0638297872340425,1
42.0,2.0,7.01,6.41,1.0,0.0,13.0,5.0,10.1,1.88,20.09,0,1.076804915514593,1.4205344585091422,130.0,1
24.0,14.0,9.51,5.76,1.0,2.0,25.0,8.0,12.98,0.05,33.76,0,1.6228668941979523,1.3506763787721126,11.904761904761905,1
20.0,12.0,6.9,6.45,5.0,4.0,6.0,1.0,9.55,1.58,34.87,0,1.0534351145038168,1.3642857142857143,1.4634146341463417,1
20.0,8.0,10.13,4.95,3.0,13.0,17.0,8.0,11.73,0.77,71.24,2,2.005940594059406,1.1466275659824048,1.297709923664122,2
38.0,1.0,7.54,5.74,4.0,3.0,19.0,3.0,12.53,1.17,21.1,0,1.2910958904109588,1.6400523560209423,6.129032258064516,1
21.0,7.0,7.34,7.59,7.0,8.0,8.0,2.0,10.47,1.0,40.88,1,0.9544863459037711,1.4072580645161292,0.9876543209876544,0
40.0,19.0,4.38,5.09,4.0,17.0,23.0,0.0,6.73,1.1,41.71,1,0.8439306358381503,1.502232142857143,1.3450292397660817,0
31.0,16.0,5.47,5.32,7.0,9.0,3.0,0.0,9.33,0.99,27.55,0,1.0092250922509225,1.6750448833034113,0.32967032967032966,1
25.0,12.0,13.17,7.75,2.0,7.0,23.0,7.0,16.65,1.71,73.59,2,1.6777070063694268,1.2547098718914844,3.23943661971831,1
42.0,0.0,13.98,4.89,5.0,12.0,25.0,1.0,15.91,1.37,81.21,2,2.801603206412826,1.1299715909090908,2.066115702479339,2
23.0,1.0,11.81,5.23,6.0,1.0,28.0,0.0,16.32,0.83,33.42,0,2.2157598499061915,1.3702770780856424,25.454545454545453,2
42.0,14.0,6.87,4.09,6.0,19.0,15.0,1.0,8.15,1.38,54.86,1,1.6396181384248212,1.169296987087518,0.7853403141361256,1
32.0,11.0,8.02,7.6,2.0,19.0,21.0,2.0,11.44,1.93,45.83,1,1.0415584415584416,1.4088669950738917,1.0994764397905759,1
32.0,13.0,11.4,7.09,3.0,6.0,10.0,3.0,14.31,0.16,55.98,1,1.585535465924896,1.2443478260869565,1.639344262295082,1
36.0,1.0,13.69,7.47,2.0,10.0,8.0,8.0,15.96,0.78,77.97,2,1.8084544253632762,1.1573604060913707,0.7920792079207921,1
25.0,17.0,8.55,5.07,5.0,4.0,16.0,6.0,12.86,1.74,32.0,0,1.653771760154739,1.4867052023121385,3.9024390243902443,1
43.0,6.0,12.3,7.44,5.0,17.0,21.0,4.0,15.93,1.48,73.98,2,1.6312997347480107,1.2846774193548387,1.2280701754385963,1
24.0,5.0,13.75,6.98,0.0,7.0,10.0,4.0,17.79,1.87,64.73,1,1.942090395480226,1.284476534296029,1.4084507042253522,1
39.0,13.0,12.73,5.83,3.0,9.0,19.0,5.0,15.39,0.08,80.22,2,2.146711635750422,1.1995323460639127,2.087912087912088,2
21.0,7.0,6.27,6.19,5.0,1.0,2.0,0.0,11.04,1.73,19.83,0,0.9968203497615261,1.7331240188383046,1.8181818181818181,0
25.0,1.0,4.08,6.84,5.0,2.0,20.0,5.0,12.02,1.58,22.61,0,0.5878962536023056,2.875598086124402,9.523809523809524,0
41.0,16.0,8.92,6.47,3.0,4.0,14.0,5.0,12.04,1.63,22.87,0,1.3576864535768647,1.334811529933481,3.414634146341464,1
30.0,4.0,9.31,7.21,6.0,15.0,10.0,4.0,14.04,1.19,59.74,1,1.2735978112175104,1.492029755579171,0.6622516556291391,1
35.0,13.0,6.01,4.9,1.0,9.0,7.0,9.0,7.34,1.02,64.45,1,1.202,1.2013093289689036,0.7692307692307693,1
35.0,19.0,6.85,6.7,6.0,10.0,26.0,8.0,8.29,1.08,63.64,1,1.0073529411764706,1.1928057553956835,2.5742574257425743,1
20.0,2.0,11.65,6.25,4.0,18.0,9.0,9.0,16.63,0.82,99.68,2,1.8346456692913387,1.41531914893617,0.49723756906077343,1
28.0,4.0,8.7,6.31,0.0,15.0,5.0,9.0,13.59,1.05,80.57,2,1.357254290171607,1.544318181818182,0.33112582781456956,1
25.0,15.0,7.17,6.35,6.0,11.0,16.0,4.0,11.26,1.48,62.38,1,1.1116279069767443,1.548830811554333,1.4414414414414416,1
35.0,17.0,10.23,8.41,5.0,1.0,5.0,8.0,13.17,1.19,30.72,0,1.2021151586368979,1.2749273959341723,4.545454545454545,1
22.0,16.0,10.53,8.09,3.0,10.0,6.0,9.0,13.55,0.59,66.73,1,1.2857142857142858,1.274694261523989,0.594059405940594,1
39.0,10.0,11.69,7.15,3.0,0.0,12.0,6.0,13.72,1.2,54.91,1,1.6124137931034481,1.1636980491942326,120.0,1
23.0,16.0,5.57,7.58,7.0,4.0,5.0,2.0,8.3,0.17,33.08,0,0.7252604166666667,1.4638447971781308,1.2195121951219514,0
38.0,15.0,11.42,6.46,1.0,13.0,2.0,8.0,14.15,0.01,100.0,2,1.7408536585365855,1.2282986111111112,0.15267175572519084,1
22.0,1.0,9.99,7.72,6.0,9.0,26.0,9.0,11.13,0.8,100.0,2,1.2774936061381075,1.1030723488602578,2.857142857142857,1
38.0,3.0,4.58,6.43,4.0,6.0,24.0,6.0,7.39,1.51,39.64,1,0.7013782542113324,1.579059829059829,3.934426229508197,0
39.0,6.0,11.77,5.59,4.0,4.0,12.0,3.0,14.69,1.65,49.05,1,2.068541300527241,1.2375737152485258,2.9268292682926833,2
26.0,1.0,7.83,4.7,5.0,7.0,9.0,8.0,11.49,1.1,71.94,2,1.63125,1.4489281210592686,1.267605633802817,1
39.0,5.0,7.3,4.38,1.0,14.0,25.0,5.0,10.37,1.74,75.7,2,1.6294642857142858,1.4013513513513514,1.773049645390071,1
28.0,16.0,8.48,6.46,5.0,4.0,3.0,8.0,12.93,0.25,53.795,2,1.2926829268292683,1.5069930069930069,0.7317073170731708,1
20.0,6.0,7.46,4.81,2.0,12.0,4.0,3.0,9.93,1.93,49.79,1,1.519348268839104,1.3134920634920635,0.3305785123966942,1
27.0,4.0,7.38,4.15,3.0,18.0,20.0,9.0,10.02,1.84,95.2,2,1.736470588235294,1.339572192513369,1.1049723756906076,1
26.0,10.0,12.08,7.66,6.0,1.0,18.0,1.0,15.37,1.2,43.63,1,1.556701030927835,1.2619047619047619,16.363636363636363,1
37.0,19.0,5.25,5.24,6.0,4.0,27.0,8.0,12.02,0.12,53.795,1,0.9831460674157304,2.2467289719626167,6.585365853658537,0
27.0,15.0,13.71,5.84,5.0,4.0,17.0,9.0,16.28,0.91,84.06,2,2.3080808080808084,1.1788559015206372,4.146341463414634,2
20.0,18.0,9.55,8.11,0.0,5.0,14.0,3.0,13.29,0.36,19.31,0,1.1632155907429966,1.37720207253886,2.7450980392156863,1
30.0,8.0,8.99,4.57,6.0,15.0,6.0,1.0,8.48,1.26,59.79,1,1.9250535331905783,0.932893289328933,0.3973509933774835,1
44.0,4.0,5.31,8.18,4.0,1.0,20.0,6.0,9.94,0.38,19.62,0,0.6413043478260869,1.8373382624768948,18.18181818181818,0
44.0,7.0,9.92,7.2,5.0,4.0,28.0,6.0,13.38,0.96,54.14,1,1.358904109589041,1.3353293413173655,6.829268292682928,1
37.0,8.0,10.33,5.71,2.0,14.0,0.0,4.0,11.95,0.41,76.57,2,1.7779690189328745,1.1457334611697028,0.0,1
42.0,4.0,4.53,4.59,3.0,0.0,25.0,4.0,7.48,0.36,15.41,0,0.9658848614072496,1.615550755939525,250.0,0
29.0,9.0,6.43,4.46,7.0,18.0,16.0,7.0,10.49,0.5,92.33,2,1.4100877192982457,1.6064318529862176,0.8839779005524862,1
22.0,1.0,11.95,5.68,6.0,2.0,23.0,5.0,15.52,0.06,66.97,1,2.067474048442907,1.2879668049792532,10.952380952380953,2
26.0,8.0,4.5,4.7,7.0,18.0,19.0,0.0,9.04,1.43,46.19,1,0.9375,1.9652173913043478,1.0497237569060773,0
35.0,10.0,12.55,5.34,2.0,14.0,28.0,3.0,16.55,0.61,48.28,1,2.306985294117647,1.308300395256917,1.9858156028368794,2
35.0,3.0,10.58,4.26,7.0,2.0,19.0,0.0,11.83,1.4,49.11,1,2.4266055045871564,1.107677902621723,9.047619047619047,2
44.0,1.0,8.34,6.98,5.0,7.0,29.0,4.0,9.79,1.31,34.63,0,1.1779661016949152,1.1599526066350712,4.084507042253521,1
39.0,5.0,7.46,4.73,3.0,14.0,24.0,4.0,11.06,1.02,60.88,1,1.5445134575569357,1.462962962962963,1.702127659574468,1
36.0,13.0,4.19,7.78,3.0,0.0,17.0,3.0,6.14,0.62,0.0,0,0.5317258883248731,1.4312354312354312,170.0,0
21.0,0.0,12.25,5.09,1.0,5.0,4.0,8.0,15.6,1.13,64.9,1,2.360308285163777,1.263157894736842,0.7843137254901962,2
20.0,17.0,5.43,7.99,1.0,16.0,21.0,7.0,9.6,1.84,39.47,1,0.6711990111248455,1.735985533453888,1.3043478260869563,0
35.0,6.0,7.1,4.95,7.0,15.0,5.0,9.0,10.41,0.8,88.32,2,1.4059405940594059,1.4458333333333335,0.33112582781456956,1
31.0,0.0,9.69,7.61,0.0,12.0,9.0,2.0,12.35,1.01,58.65,1,1.2568093385214008,1.2614913176710931,0.7438016528925621,1
24.0,0.0,6.46,5.67,0.0,0.0,27.0,4.0,10.05,1.5,16.42,0,1.1195840554592722,1.5320121951219514,270.0,1
24.0,0.0,8.97,6.92,6.0,2.0,29.0,5.0,10.54,1.61,36.26,1,1.277777777777778,1.1620727673649391,13.809523809523808,1
42.0,3.0,12.09,4.19,7.0,5.0,18.0,4.0,15.98,1.85,67.96,1,2.8181818181818183,1.3109105824446268,3.5294117647058827,2
28.0,3.0,8.71,6.48,2.0,19.0,9.0,7.0,12.5,0.99,85.9,2,1.3237082066869301,1.4188422247446084,0.47120418848167533,1
28.0,17.0,13.49,4.74,1.0,2.0,5.0,4.0,16.55,0.39,69.53,1,2.7871900826446283,1.2178072111846947,2.380952380952381,2
22.0,10.0,12.48,6.43,3.0,14.0,9.0,7.0,14.6,1.53,72.17,2,1.9111791730474734,1.1605723370429253,0.6382978723404256,1
38.0,0.0,7.33,4.71,1.0,14.0,9.0,9.0,11.52,0.25,67.24,1,1.523908523908524,1.550471063257066,0.6382978723404256,1
35.0,9.0,8.0,6.19,7.0,10.0,20.0,9.0,11.04,0.84,72.88,2,1.2718600953895072,1.362962962962963,1.9801980198019802,1
35.0,8.0,8.23,4.55,3.0,5.0,11.0,2.0,9.47,1.26,37.06,1,1.76989247311828,1.1368547418967587,2.1568627450980395,1
22.0,3.0,10.26,5.1,1.0,5.0,23.0,4.0,14.93,1.38,42.65,1,1.9730769230769234,1.441119691119691,4.509803921568627,1
39.0,5.0,6.87,6.98,3.0,8.0,3.0,3.0,10.94,1.47,28.35,0,0.9703389830508474,1.569583931133429,0.3703703703703704,0
43.0,15.0,13.69,8.88,7.0,13.0,12.0,5.0,17.03,0.39,88.96,2,1.5244988864142537,1.234952864394489,0.916030534351145,1
32.0,1.0,10.09,6.25,2.0,10.0,25.0,2.0,12.84,1.96,49.67,1,1.588976377952756,1.2600588812561335,2.4752475247524752,1
43.0,17.0,7.99,7.44,1.0,5.0,9.0,9.0,12.83,0.36,47.98,1,1.0596816976127321,1.5859085290482078,1.7647058823529413,1
20.0,9.0,10.45,6.7,4.0,17.0,15.0,3.0,14.55,0.19,84.89,2,1.5367647058823528,1.3791469194312798,0.8771929824561403,1
43.0,16.0,7.95,6.49,4.0,19.0,18.0,3.0,12.02,1.33,66.82,1,1.2063732928679818,1.4931677018633538,0.9424083769633507,1
39.0,12.0,12.18,4.32,3.0,14.0,5.0,4.0,15.79,1.82,70.5,2,2.755656108597285,1.2858306188925082,0.3546099290780142,2
30.0,17.0,9.68,4.72,2.0,8.0,25.0,5.0,11.8,1.12,55.7,1,2.0082987551867224,1.2065439672801637,3.0864197530864197,2
36.0,12.0,4.42,8.42,3.0,10.0,29.0,1.0,6.2,1.19,10.24,0,0.5187793427230047,1.3716814159292037,2.871287128712871,0
27.0,16.0,5.77,6.05,2.0,1.0,8.0,9.0,7.86,1.08,30.85,0,0.9382113821138212,1.3390119250425896,7.2727272727272725,0
23.0,4.0,12.65,7.07,7.0,5.0,13.0,7.0,14.82,0.09,71.77,2,1.7642956764295676,1.1623529411764706,2.5490196078431375,1
25.0,10.0,9.63,6.64,4.0,13.0,23.0,3.0,12.02,1.36,44.47,1,1.4287833827893177,1.2353545734840699,1.7557251908396947,1
27.0,6.0,13.5,5.89,1.0,13.0,9.0,6.0,15.06,0.72,95.53,2,2.253756260434057,1.1073529411764707,0.6870229007633588,2
39.0,9.0,4.72,5.94,2.0,12.0,7.0,6.0,8.83,1.87,26.78,0,0.7814569536423841,1.8319502074688798,0.578512396694215,0
22.0,16.0,6.95,6.78,4.0,4.0,2.0,9.0,10.04,0.37,52.01,1,1.0101744186046513,1.4241134751773048,0.48780487804878053,1
35.0,14.0,5.94,4.71,3.0,8.0,16.0,1.0,8.48,0.6,45.53,1,1.234927234927235,1.403973509933775,1.9753086419753088,1
44.0,17.0,9.54,5.94,6.0,10.0,18.0,6.0,11.74,1.01,68.33,1,1.5794701986754964,1.2178423236514524,1.7821782178217822,1
22.0,18.0,7.83,6.23,6.0,6.0,29.0,0.0,10.88,0.95,57.55,1,1.2369668246445498,1.3720050441361917,4.754098360655738,1
44.0,1.0,5.57,8.93,0.0,1.0,2.0,1.0,7.84,0.8,9.45,0,0.6168327796234774,1.382716049382716,1.8181818181818181,0
37.0,3.0,10.43,5.76,6.0,11.0,13.0,4.0,13.15,0.63,50.4,1,1.779863481228669,1.2488129154795822,1.1711711711711712,1
33.0,2.0,9.36,7.22,4.0,4.0,27.0,7.0,13.32,0.29,40.73,1,1.278688524590164,1.408033826638478,6.585365853658537,1
37.0,6.0,6.75,4.69,4.0,1.0,5.0,6.0,10.25,1.64,35.57,1,1.4091858037578289,1.4963503649635037,4.545454545454545,1
21.0,17.0,8.8,4.33,4.0,13.0,14.0,2.0,12.79,0.9,59.17,1,1.9864559819413095,1.437078651685393,1.0687022900763359,1
41.0,9.0,11.46,8.36,1.0,6.0,18.0,9.0,15.31,1.15,66.29,1,1.3546099290780145,1.32439446366782,2.9508196721311477,1
22.0,6.0,6.05,7.65,5.0,4.0,17.0,8.0,10.31,1.09,42.8,1,0.7806451612903226,1.6764227642276426,4.146341463414634,0
35.0,7.0,6.93,5.59,1.0,3.0,11.0,4.0,8.74,1.15,11.56,0,1.2179261862917399,1.2432432432432434,3.5483870967741935,1
28.0,5.0,7.46,6.52,6.0,9.0,14.0,2.0,12.44,1.41,51.94,1,1.1268882175226587,1.6455026455026456,1.5384615384615385,1
23.0,0.0,8.99,4.68,0.0,15.0,24.0,6.0,14.37,1.26,99.69,2,1.8807531380753142,1.5808580858085808,1.589403973509934,1
20.0,3.0,12.47,7.54,6.0,5.0,5.0,3.0,16.34,0.55,46.86,1,1.6321989528795813,1.299920445505171,0.9803921568627452,1
23.0,13.0,7.76,4.35,4.0,5.0,20.0,0.0,11.47,1.11,30.11,0,1.7438202247191013,1.4592875318066159,3.9215686274509807,1
20.0,16.0,6.97,7.79,7.0,8.0,11.0,4.0,10.23,0.49,40.05,1,0.8833967046894804,1.446958981612447,1.3580246913580247,0
33.0,19.0,12.89,6.73,2.0,0.0,18.0,7.0,17.87,1.18,69.17,1,1.8872620790629575,1.3756735950731331,180.0,1
40.0,17.0,13.99,5.39,4.0,15.0,6.0,3.0,15.86,0.86,100.0,2,2.548269581056467,1.1256210078069553,0.3973509933774835,2
35.0,10.0,10.7,8.31,5.0,16.0,22.0,6.0,13.39,0.08,75.55,2,1.272294887039239,1.239814814814815,1.3664596273291925,1
39.0,13.0,13.9,8.93,1.0,12.0,19.0,7.0,15.41,1.47,68.85,1,1.5393133997785162,1.1007142857142858,1.5702479338842976,1
43.0,8.0,10.6,5.27,3.0,5.0,9.0,8.0,12.33,0.55,79.34,2,1.973929236499069,1.152336448598131,1.7647058823529413,1
27.0,14.0,11.33,8.03,6.0,1.0,17.0,8.0,15.18,1.84,51.25,1,1.3936039360393606,1.3280839895013123,15.454545454545453,1
26.0,11.0,7.89,7.75,0.0,7.0,1.0,4.0,8.91,0.56,33.93,0,1.0050955414012739,1.1151439299123906,0.14084507042253522,1
22.0,9.0,8.33,7.74,5.0,3.0,12.0,5.0,12.89,1.99,41.33,1,1.0625,1.5290628706998814,3.8709677419354835,1
36.0,18.0,5.44,8.79,4.0,8.0,14.0,6.0,8.97,0.93,36.72,1,0.6119235095613049,1.6191335740072204,1.7283950617283952,0
20.0,18.0,12.23,6.43,2.0,6.0,27.0,9.0,14.99,0.05,81.09,2,1.872894333843798,1.2157339821573399,4.426229508196721,1
35.0,5.0,13.31,7.37,5.0,0.0,23.0,1.0,15.64,0.15,36.22,1,1.781793842034806,1.1662938105891125,230.0,1
31.0,19.0,8.99,8.12,7.0,13.0,3.0,8.0,11.74,0.16,87.89,2,1.0936739659367398,1.2915291529152915,0.22900763358778625,1
38.0,5.0,7.44,6.4,7.0,1.0,6.0,0.0,12.13,0.11,36.98,1,1.1446153846153846,1.6087533156498675,5.454545454545454,1
41.0,7.0,5.54,6.41,4.0,7.0,2.0,5.0,9.39,0.54,39.9,1,0.8509984639016898,1.6648936170212767,0.28169014084507044,0
42.0,0.0,6.65,6.46,2.0,10.0,24.0,5.0,9.0,0.65,32.91,0,1.0137195121951221,1.3333333333333333,2.376237623762376,1
41.0,16.0,6.55,7.9,0.0,4.0,15.0,6.0,7.83,1.02,34.26,0,0.81875,1.1774436090225564,3.658536585365854,0
32.0,16.0,10.14,7.43,7.0,17.0,25.0,5.0,12.44,0.88,60.52,1,1.3466135458167332,1.21484375,1.461988304093567,1
25.0,14.0,13.45,6.26,2.0,11.0,8.0,5.0,15.19,0.73,55.54,1,2.1147798742138364,1.1210332103321035,0.7207207207207208,2
25.0,6.0,4.48,6.1,2.0,19.0,22.0,5.0,8.63,1.27,47.11,1,0.7225806451612905,1.884279475982533,1.1518324607329842,0
32.0,18.0,8.99,4.36,7.0,18.0,22.0,8.0,7.89,0.39,63.2,1,2.015695067264574,0.8679867986798679,1.2154696132596685,2
32.0,2.0,10.0,4.03,4.0,4.0,16.0,5.0,12.99,1.83,61.71,1,2.4213075060532687,1.2861386138613862,3.9024390243902443,2
41.0,10.0,6.84,6.64,0.0,6.0,25.0,4.0,11.38,1.03,14.01,0,1.0148367952522257,1.6397694524495678,4.0983606557377055,1
27.0,19.0,12.81,6.09,7.0,1.0,7.0,6.0,14.53,1.25,65.33,1,2.0694668820678515,1.1254841208365607,6.363636363636363,2
21.0,18.0,7.27,7.98,7.0,16.0,17.0,6.0,10.08,0.08,51.79,1,0.8997524752475247,1.3677069199457261,1.0559006211180124,0
40.0,8.0,6.9,6.71,3.0,12.0,23.0,4.0,10.74,1.12,37.3,1,1.013215859030837,1.5342857142857143,1.9008264462809918,1
20.0,9.0,6.7,8.68,7.0,10.0,26.0,6.0,7.97,0.74,50.44,1,0.7630979498861049,1.1720588235294118,2.5742574257425743,0
34.0,1.0,5.45,4.98,3.0,4.0,12.0,2.0,7.94,1.85,35.78,1,1.0728346456692914,1.4306306306306307,2.9268292682926833,1
20.0,0.0,9.82,8.95,2.0,12.0,1.0,6.0,13.11,1.77,47.65,1,1.085082872928177,1.3215725806451613,0.08264462809917356,1
24.0,15.0,5.68,5.49,5.0,12.0,0.0,5.0,8.15,1.28,48.91,1,1.0161001788908766,1.4100346020761247,0.0,1
35.0,17.0,8.25,7.21,7.0,7.0,15.0,5.0,11.17,1.54,55.69,1,1.12859097127223,1.3377245508982036,2.1126760563380285,1
38.0,16.0,8.99,6.51,1.0,10.0,15.0,1.0,12.04,1.29,53.795,1,1.3600605143721636,1.3245324532453244,1.4851485148514851,1
23.0,5.0,4.2,5.8,0.0,7.0,10.0,1.0,6.67,0.03,19.21,0,0.7118644067796611,1.5511627906976744,1.4084507042253522,0
22.0,13.0,4.17,4.7,6.0,9.0,23.0,6.0,5.59,1.41,49.99,1,0.86875,1.3091334894613584,2.5274725274725274,0
36.0,14.0,9.2,4.67,1.0,10.0,3.0,0.0,10.76,1.02,43.76,1,1.928721174004193,1.1569892473118282,0.297029702970297,1
36.0,13.0,10.96,7.56,0.0,0.0,10.0,8.0,14.07,1.37,33.84,0,1.430809399477807,1.2721518987341771,100.0,1
31.0,2.0,13.42,5.89,0.0,6.0,25.0,2.0,15.12,0.02,64.23,1,2.240400667779633,1.1183431952662721,4.0983606557377055,2
33.0,18.0,5.79,8.81,4.0,7.0,5.0,5.0,10.35,0.62,4.31,0,0.6498316498316499,1.7572156196943973,0.7042253521126761,0
40.0,11.0,5.03,5.63,7.0,5.0,25.0,2.0,9.37,1.03,6.95,0,0.8778359511343806,1.8265107212475633,4.901960784313726,0
25.0,1.0,4.52,8.92,2.0,13.0,28.0,8.0,6.92,0.67,52.52,1,0.5011086474501109,1.497835497835498,2.1374045801526718,0
22.0,2.0,8.36,5.03,4.0,19.0,10.0,9.0,12.68,1.39,99.08,2,1.6296296296296295,1.4988179669030735,0.5235602094240838,1
28.0,17.0,10.23,4.51,7.0,6.0,25.0,6.0,13.36,1.05,65.06,1,2.219088937093276,1.2933204259438529,4.0983606557377055,2
24.0,0.0,12.41,5.56,5.0,2.0,0.0,0.0,14.05,1.92,31.91,0,2.192579505300354,1.123101518784972,0.0,2
43.0,19.0,10.83,8.43,6.0,1.0,8.0,3.0,14.29,0.72,45.25,1,1.269636576787808,1.3074107959743824,7.2727272727272725,1
36.0,5.0,6.08,6.61,1.0,17.0,26.0,4.0,9.8,1.44,51.79,1,0.9061102831594635,1.585760517799353,1.5204678362573099,0
33.0,4.0,8.62,4.68,4.0,2.0,6.0,6.0,9.96,1.67,31.11,0,1.8033472803347281,1.1422018348623855,2.857142857142857,1
40.0,0.0,13.1,5.01,3.0,13.0,20.0,6.0,15.36,0.51,91.64,2,2.5636007827788654,1.1636363636363636,1.5267175572519085,2
22.0,18.0,7.27,5.56,5.0,17.0,21.0,4.0,8.29,1.51,44.54,1,1.284452296819788,1.12483039348711,1.2280701754385963,1
20.0,0.0,8.99,6.95,6.0,12.0,2.0,0.0,11.26,0.79,44.81,1,1.275177304964539,1.2387238723872387,0.1652892561983471,1
39.0,15.0,13.59,5.66,5.0,7.0,28.0,4.0,15.93,0.26,77.65,2,2.359375,1.1636230825420015,3.943661971830986,2
40.0,11.0,11.35,7.74,7.0,3.0,8.0,4.0,14.87,0.01,59.37,1,1.447704081632653,1.2986899563318777,2.5806451612903225,1
42.0,7.0,11.48,7.08,4.0,14.0,1.0,3.0,13.28,1.49,88.79,2,1.5988857938718664,1.1468048359240068,0.07092198581560284,1
20.0,15.0,6.52,8.37,7.0,11.0,27.0,5.0,7.64,0.37,36.48,1,0.769775678866588,1.1540785498489428,2.4324324324324325,0
